Dex	Name	Nom	Form	Type1	Type2	Total	HP	Attack	Defense	SpAtk	SpDef	Speed	Gen	Ether	Psycox	IconUrl	PokeApiIdentifier	Abilities	HiddenAbility	IsFullyEvolved	Category	SmogonTier
388	Grotle	Boskara		Grass		405	75	89	85	55	65	36	4	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0388.png	grotle	overgrow	shell-armor	false	Normal	NFE
389	Torterra	Torterra		Grass	Ground	525	95	109	105	75	85	56	4	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0389.png	torterra	overgrow	shell-armor	true	Normal	PUBL
390	Chimchar	Ouisticram		Fire		309	44	58	44	58	44	61	4	4	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0390.png	chimchar	blaze	iron-fist	false	Normal	LC
391	Monferno	Chimpenfeu		Fire	Fighting	405	64	78	52	78	52	81	4	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0391.png	monferno	blaze	iron-fist	false	Normal	NFE
392	Infernape	Simiabraz		Fire	Fighting	534	76	104	71	104	71	108	4	8	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0392.png	infernape	blaze	iron-fist	true	Normal	NU
393	Piplup	Tiplouf		Water		314	53	51	53	61	56	40	4	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0393.png	piplup	torrent	competitive	false	Normal	LC
394	Prinplup	Prinplouf		Water		405	64	66	68	81	76	50	4	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0394.png	prinplup	torrent	competitive	false	Normal	NFE
395	Empoleon	Pingoléon		Water	Steel	530	84	86	88	111	101	60	4	5	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0395.png	empoleon	torrent	competitive	true	Normal	RU
396	Starly	Étourmi		Normal	Flying	245	40	55	30	30	30	60	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0396.png	starly	keen-eye	reckless	false	Normal	LC
397	Staravia	Étourvol		Normal	Flying	340	55	75	50	40	40	80	4	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0397.png	staravia	intimidate	reckless	false	Normal	NFE
398	Staraptor	Étouraptor		Normal	Flying	485	85	120	70	50	60	100	4	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0398.png	staraptor	intimidate	reckless	true	Normal	NU
399	Bidoof	Keunotor		Normal		250	59	45	40	35	40	31	4	3	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0399.png	bidoof	simple,unaware	moody	false	Normal	Illegal
400	Bibarel	Castorno		Normal	Water	410	79	85	60	55	60	71	4	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0400.png	bibarel	simple,unaware	moody	true	Normal	Illegal
401	Kricketot	Crikzik		Bug		194	37	25	41	25	41	25	4	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0401.png	kricketot	shed-skin	run-away	false	Normal	LC
402	Kricketune	Mélokrik		Bug		384	77	85	51	55	51	65	4	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0402.png	kricketune	swarm	technician	true	Normal	ZU
403	Shinx	Lixy		Electric		263	45	65	34	40	34	45	4	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0403.png	shinx	rivalry,intimidate	guts	false	Normal	LC
404	Luxio	Luxio		Electric		363	60	85	49	60	49	60	4	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0404.png	luxio	rivalry,intimidate	guts	false	Normal	NFE
405	Luxray	Luxray		Electric		523	80	120	79	95	79	70	4	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0405.png	luxray	rivalry,intimidate	guts	true	Normal	ZU
406	Budew	Rozbouton		Grass	Poison	280	40	30	35	50	70	55	4	4	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0406.png	budew	natural-cure,poison-point	leaf-guard	false	Baby	Illegal
407	Roserade	Roserade		Grass	Poison	515	60	70	65	125	105	90	4	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0407.png	roserade	natural-cure,poison-point	technician	true	Normal	Illegal
408	Cranidos	Kranidos		Rock		350	67	125	40	30	30	58	4	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0408.png	cranidos	mold-breaker	sheer-force	false	Normal	LC
409	Rampardos	Charkos		Rock		495	97	165	60	65	50	58	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0409.png	rampardos	mold-breaker	sheer-force	true	Normal	ZU
410	Shieldon	Dinoclier		Rock	Steel	350	30	42	118	42	88	30	4	5	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0410.png	shieldon	sturdy	soundproof	false	Normal	LC
411	Bastiodon	Bastiodon		Rock	Steel	495	60	52	168	47	138	30	4	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0411.png	bastiodon	sturdy	soundproof	true	Normal	ZU
412	Burmy	Cheniti	Plant Cloak	Bug		224	40	29	45	29	45	36	4	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0412.png	burmy	shed-skin	overcoat	false	Normal	Illegal
413	Wormadam	Cheniselle	Plant Cloak	Bug	Grass	424	60	59	85	79	105	36	4	2	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0413.png	wormadam-plant	anticipation	overcoat	true	Normal	Unknown
413	Wormadam	Cheniselle	Sandy Cloak	Bug	Ground	424	60	79	105	59	85	36	4			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0413_01.png	wormadam-sandy	anticipation	overcoat	true	Normal	Illegal
413	Wormadam	Cheniselle	Trash Cloak	Bug	Steel	424	60	69	95	69	95	36	4			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0413_02.png	wormadam-trash	anticipation	overcoat	true	Normal	Illegal
414	Mothim	Papilord		Bug	Flying	424	70	94	50	94	50	66	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0414.png	mothim	swarm	tinted-lens	true	Normal	Illegal
415	Combee	Apitrini		Bug	Flying	244	30	30	42	30	42	70	4	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0415.png	combee	honey-gather	hustle	false	Normal	LC
416	Vespiquen	Apireine		Bug	Flying	474	70	80	102	80	102	40	4	4	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0416.png	vespiquen	pressure	unnerve	true	Normal	ZU
417	Pachirisu	Pachirisu		Electric		405	60	45	70	45	90	95	4	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0417.png	pachirisu	run-away,pickup	volt-absorb	true	Normal	ZU
418	Buizel	Mustébouée		Water		330	55	65	35	60	30	85	4	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0418.png	buizel	swift-swim	water-veil	false	Normal	LC
419	Floatzel	Mustéflott		Water		495	85	105	55	85	50	115	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0419.png	floatzel	swift-swim	water-veil	true	Normal	ZU
420	Cherubi	Ceribou		Grass		275	45	35	45	62	53	35	4	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0420.png	cherubi	chlorophyll		false	Normal	Illegal
421	Cherrim	Ceriflor		Grass		450	70	60	70	87	78	85	4	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0421.png	cherrim	flower-gift		true	Normal	Illegal
422	Shellos	Sancoki		Water		325	76	48	48	57	62	34	4	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0422.png	shellos	sticky-hold,storm-drain	sand-force	false	Normal	LC
423	Gastrodon	Tritosor		Water	Ground	475	111	83	68	92	82	39	4	7	10	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0423.png	gastrodon	sticky-hold,storm-drain	sand-force	true	Normal	RU
424	Ambipom	Capidextre		Normal		482	75	100	66	60	66	115	4	2	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0424.png	ambipom	technician,pickup	skill-link	true	Normal	PU
425	Drifloon	Baudrive		Ghost	Flying	348	90	50	34	60	44	70	4	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0425.png	drifloon	aftermath,unburden	flare-boost	false	Normal	LC
426	Drifblim	Grodrive		Ghost	Flying	498	150	80	44	90	54	80	4	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0426.png	drifblim	aftermath,unburden	flare-boost	true	Normal	ZU
427	Buneary	Laporeille		Normal		350	55	66	44	44	56	85	4	7	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0427.png	buneary	run-away,klutz	limber	false	Normal	Illegal
428	Lopunny	Lockpin		Normal		480	65	76	84	54	96	105	4	7	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0428.png	lopunny	cute-charm,klutz	limber	true	Normal	Illegal
429	Mismagius	Magirêve		Ghost		495	60	60	60	105	105	105	4	9	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0429.png	mismagius	levitate		true	Normal	ZU
430	Honchkrow	Corboss		Dark	Flying	505	100	125	52	105	52	71	4	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0430.png	honchkrow	insomnia,super-luck	moxie	true	Normal	ZU
431	Glameow	Chaglam		Normal		310	49	55	42	42	37	85	4	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0431.png	glameow	limber,own-tempo	keen-eye	false	Normal	Illegal
432	Purugly	Chaffreux		Normal		452	71	82	64	64	59	112	4	2	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0432.png	purugly	thick-fat,own-tempo	defiant	true	Normal	Illegal
433	Chingling	Korillon		Psychic		285	45	30	50	65	50	45	4	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0433.png	chingling	levitate		false	Baby	LC
434	Stunky	Moufouette		Poison	Dark	329	63	63	47	41	41	74	4	4	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0434.png	stunky	stench,aftermath	keen-eye	false	Normal	LC
435	Skuntank	Moufflair		Poison	Dark	479	103	93	67	71	61	84	4	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0435.png	skuntank	stench,aftermath	keen-eye	true	Normal	PU
436	Bronzor	Archéomire		Steel	Psychic	300	57	24	86	24	86	23	4	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0436.png	bronzor	levitate,heatproof	heavy-metal	false	Normal	LC
437	Bronzong	Archéodong		Steel	Psychic	500	67	89	116	79	116	33	4	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0437.png	bronzong	levitate,heatproof	heavy-metal	true	Normal	NU
438	Bonsly	Manzaï		Rock		290	50	80	95	10	45	10	4	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0438.png	bonsly	sturdy,rock-head	rattled	false	Baby	LC
439	Mime Jr.	Mime Jr.		Psychic	Fairy	310	20	25	45	70	90	60	4	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0439.png	mime-jr	soundproof,filter	technician	false	Baby	Illegal
440	Happiny	Ptiravi		Normal		220	100	5	5	15	65	30	4	4	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0440.png	happiny	natural-cure,serene-grace	friend-guard	false	Baby	LC
441	Chatot	Pijako		Normal	Flying	411	76	65	45	92	42	91	4	3	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0441.png	chatot	keen-eye,tangled-feet	big-pecks	true	Normal	Illegal
442	Spiritomb	Spiritomb		Ghost	Dark	485	50	92	108	92	108	35	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0442.png	spiritomb	pressure	infiltrator	true	Normal	ZU
443	Gible	Griknot		Dragon	Ground	300	58	70	45	40	45	42	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0443.png	gible	sand-veil	rough-skin	false	Normal	LC
444	Gabite	Carmache		Dragon	Ground	410	68	90	65	50	55	82	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0444.png	gabite	sand-veil	rough-skin	false	Normal	NFE
445	Garchomp	Carchacrok		Dragon	Ground	600	108	130	95	80	85	102	4	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0445.png	garchomp	sand-veil	rough-skin	true	Normal	UUBL
446	Munchlax	Goinfrex		Normal		390	135	85	40	40	85	5	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0446.png	munchlax	pickup,thick-fat	gluttony	false	Baby	LC
447	Riolu	Riolu		Fighting		285	40	70	40	35	40	60	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0447.png	riolu	steadfast,inner-focus	prankster	false	Baby	LC
448	Lucario	Lucario		Fighting	Steel	525	70	110	70	115	70	90	4	9	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0448.png	lucario	steadfast,inner-focus	justified	true	Normal	NUBL
449	Hippopotas	Hippopotas		Ground		330	68	72	78	38	42	32	4	5	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0449.png	hippopotas	sand-stream	sand-force	false	Normal	LC
450	Hippowdon	Hippodocus		Ground		525	108	112	118	68	72	47	4	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0450.png	hippowdon	sand-stream	sand-force	true	Normal	RU
451	Skorupi	Rapion		Poison	Bug	330	40	50	90	30	55	65	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0451.png	skorupi	battle-armor,sniper	keen-eye	false	Normal	Illegal
452	Drapion	Drascore		Poison	Dark	500	70	90	110	60	75	95	4	6	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0452.png	drapion	battle-armor,sniper	keen-eye	true	Normal	Illegal
453	Croagunk	Cradopaud		Poison	Fighting	300	48	61	40	61	40	50	4	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0453.png	croagunk	anticipation,dry-skin	poison-touch	false	Normal	LC
454	Toxicroak	Coatox		Poison	Fighting	490	83	106	65	86	65	85	4	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0454.png	toxicroak	anticipation,dry-skin	poison-touch	true	Normal	NU
455	Carnivine	Vortente		Grass		454	74	100	72	90	72	46	4	4	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0455.png	carnivine	levitate		true	Normal	Illegal
456	Finneon	Écayon		Water		330	49	49	56	49	61	66	4	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0456.png	finneon	swift-swim,storm-drain	water-veil	false	Normal	LC
457	Lumineon	Luminéon		Water		460	69	69	76	69	86	91	4	4	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0457.png	lumineon	swift-swim,storm-drain	water-veil	true	Normal	ZU
458	Mantyke	Babimanta		Water	Flying	345	45	20	50	60	120	50	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0458.png	mantyke	swift-swim,water-absorb	water-veil	false	Baby	Illegal
459	Snover	Blizzi		Grass	Ice	334	60	62	50	62	60	40	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0459.png	snover	snow-warning	soundproof	false	Normal	LC
460	Abomasnow	Blizzaroi		Grass	Ice	494	90	92	75	92	85	60	4	5	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0460.png	abomasnow	snow-warning	soundproof	true	Normal	ZU
461	Weavile	Dimoret		Dark	Ice	510	70	120	65	45	85	125	4	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0461.png	weavile	pressure	pickpocket	true	Normal	OU
462	Magnezone	Magnézone		Electric	Steel	535	70	70	115	130	90	60	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0462.png	magnezone	magnet-pull,sturdy	analytic	true	Normal	RU
463	Lickilicky	Coudlangue		Normal		515	110	85	95	80	95	50	4	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0463.png	lickilicky	own-tempo,oblivious	cloud-nine	true	Normal	Illegal
464	Rhyperior	Rhinastoc		Ground	Rock	535	115	140	130	55	55	40	4	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0464.png	rhyperior	lightning-rod,solid-rock	reckless	true	Normal	NU
465	Tangrowth	Bouldeneu		Grass		535	100	100	125	110	50	50	4	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0465.png	tangrowth	chlorophyll,leaf-guard	regenerator	true	Normal	Illegal
466	Electivire	Élekable		Electric		540	75	123	67	95	85	95	4	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0466.png	electivire	motor-drive	vital-spirit	true	Normal	ZU
467	Magmortar	Maganon		Fire		540	75	95	67	125	95	83	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0467.png	magmortar	flame-body	vital-spirit	true	Normal	ZU
468	Togekiss	Togekiss		Fairy	Flying	545	85	50	95	120	115	80	4	9	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0468.png	togekiss	hustle,serene-grace	super-luck	true	Normal	Illegal
469	Yanmega	Yanmega		Bug	Flying	515	86	76	86	116	56	95	4	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0469.png	yanmega	speed-boost,tinted-lens	frisk	true	Normal	RUBL
470	Leafeon	Phyllali		Grass		525	65	110	130	60	65	95	4	9	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0470.png	leafeon	leaf-guard	chlorophyll	true	Normal	ZU
471	Glaceon	Givrali		Ice		525	65	60	110	130	95	65	4	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0471.png	glaceon	snow-cloak	ice-body	true	Normal	ZU
472	Gliscor	Scorvol		Ground	Flying	510	75	95	125	45	75	95	4	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0472.png	gliscor	hyper-cutter,sand-veil	poison-heal	true	Normal	OU
473	Mamoswine	Mammochon		Ice	Ground	530	110	130	80	70	60	80	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0473.png	mamoswine	oblivious,snow-cloak	thick-fat	true	Normal	RU
474	Porygon-Z	Porygon-Z		Normal		535	85	80	70	135	75	90	4	8	10	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0474.png	porygon-z	adaptability,download	analytic	true	Normal	NUBL
475	Gallade	Gallame		Psychic	Fighting	518	68	125	65	65	115	80	4	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0475.png	gallade	steadfast,sharpness	justified	true	Normal	RU
476	Probopass	Tarinorme		Rock	Steel	525	60	55	145	75	150	40	4	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0476.png	probopass	sturdy,magnet-pull	sand-force	true	Normal	ZU
477	Dusknoir	Noctunoir		Ghost		525	45	100	135	65	135	45	4	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0477.png	dusknoir	pressure	frisk	true	Normal	ZU
478	Froslass	Momartik		Ice	Ghost	480	70	80	70	80	70	110	4	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0478.png	froslass	snow-cloak	cursed-body	true	Normal	ZU
479	Rotom	Motisma		Electric	Ghost	440	50	50	77	95	77	91	4	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0479.png	rotom	levitate		true	Normal	ZU
479	Rotom	Motisma	Heat Rotom	Electric	Fire	520	50	65	107	105	107	86	4			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0479_01.png	rotom-heat	levitate		true	Normal	PU
479	Rotom	Motisma	Wash Rotom	Electric	Water	520	50	65	107	105	107	86	4			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0479_02.png	rotom-wash	levitate		true	Normal	UU
479	Rotom	Motisma	Frost Rotom	Electric	Ice	520	50	65	107	105	107	86	4			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0479_03.png	rotom-frost	levitate		true	Normal	ZU
479	Rotom	Motisma	Fan Rotom	Electric	Flying	520	50	65	107	105	107	86	4			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0479_04.png	rotom-fan	levitate		true	Normal	ZU
479	Rotom	Motisma	Mow Rotom	Electric	Grass	520	50	65	107	105	107	86	4			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0479_05.png	rotom-mow	levitate		true	Normal	ZU
480	Uxie	Créhelf		Psychic		580	75	75	130	75	130	95	4	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0480.png	uxie	levitate		true	Legendary	PU
481	Mesprit	Créfollet		Psychic		580	80	105	105	105	105	80	4	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0481.png	mesprit	levitate		true	Legendary	ZU
482	Azelf	Créfadet		Psychic		580	75	125	70	125	70	115	4	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0482.png	azelf	levitate		true	Legendary	RU
483	Dialga	Dialga		Steel	Dragon	680	100	120	120	150	100	90	4	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0483.png	dialga	pressure	telepathy	true	Legendary	Uber
483	Dialga	Dialga	Origin Forme	Steel	Dragon	680	100	100	120	150	120	90	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0483_01.png	dialga-origin	pressure	telepathy	true	Legendary	Uber
